district,crop_name,crop_area,crop_share,season,total_cropped_area,source_year,source_table,notes
Bhakkar District,Wheat,1105659,43,Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Rice/Paddy,21171,1,Kharif,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Maize (Rabi),,,Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Maize (Kharif),,,Kharif,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Jowar/Bajra/Gram,,4,Kharif+Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Barley,,0,Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Cotton,49901,2,Kharif,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Sugarcane,162519,6,Kharif+Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Tobacco,,,Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Oilseeds,,5,Kharif+Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Pulses,,22,Kharif+Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Fodders,328845,13,Kharif+Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Vegetables,,0,Kharif+Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Orchards,64888,3,Kharif+Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Other Crops,,2,Kharif+Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Maize (Total),2023,,Kharif+Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Kharif Crops (Total),1014320,,Kharif,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Rabi Crops (Total),1516391,,Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bhakkar District,Total Cropped Area,2595598,,Kharif+Rabi,2595598,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Wheat,667594,49,Rabi,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Rice/Paddy,160907,12,Kharif,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Maize (Rabi),,,Rabi,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Maize (Kharif),,0,Kharif,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Jowar/Bajra/Gram,,3,Kharif+Rabi,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Barley,,,Rabi,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Cotton,2432,0,Kharif,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Sugarcane,21917,2,Kharif+Rabi,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Tobacco,,,Rabi,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Oilseeds,,2,Kharif+Rabi,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Pulses,,7,Kharif+Rabi,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Fodders,302290,22,Kharif+Rabi,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Vegetables,,2,Kharif+Rabi,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Orchards,3074,0,Kharif+Rabi,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Khushab District,Other Crops,,2,Kharif+Rabi,1374383,2024,"Tables 6.5, 1.0","crop_share = percent of total cropped area (Table 6.5), rounded to integer in source; crop_area reported only for major crops (Table 1.0); season assigned per standard Punjab crop calendar, not a census-reported field; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
